prefix,datadog_id,type,description
cockroachdb,admission.wait_durations.sql_sql_response.sum,count,"Wait time durations for requests that waited
Shown as nanosecond"
cockroachdb,admission.wait_queue_length.elastic_cpu,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.elastic_cpu.bulk_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.elastic_cpu.normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv.bulk_normal_pri,count,Number of requests admitted
cockroachdb,admission.wait_queue_length.kv.high_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv.locking_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv.normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv_stores,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv_stores.bulk_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv_stores.high_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv_stores.locking_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv_stores.normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.kv_stores.ttl_low_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_kv_response,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_kv_response.locking_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_kv_response.normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_leaf_start,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_leaf_start.locking_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_leaf_start.normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_root_start,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_root_start.locking_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_root_start.normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_sql_response,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_sql_response.locking_normal_pri,gauge,Length of wait queue
cockroachdb,admission.wait_queue_length.sql_sql_response.normal_pri,gauge,Length of wait queue
cockroachdb,backup.last_failed_time.kms_inaccessible,gauge,The unix timestamp of the most recent failure of backup due to errKMSInaccessible by a backup specified as maintaining this metric
cockroachdb,batch_requests.bytes.count,count,"Total byte count of batch requests processed
Shown as byte"
cockroachdb,batch_requests.cross_region.bytes.count,count,"Total byte count of batch requests processed cross region when region tiers are configured
Shown as byte"
cockroachdb,batch_requests.cross_zone.bytes.count,count,"Total byte count of batch requests processed cross zone within the same region when region and zone tiers are configured. However, if the region tiers are not configured, this count may also include batch data sent between different regions. Ensuring consistent configuration of region and zone tiers across nodes helps to accurately monitor the data transmitted.
Shown as byte"
cockroachdb,batch_responses.bytes.count,count,"Total byte count of batch responses received
Shown as byte"
cockroachdb,batch_responses.cross_region.bytes.count,count,"Total byte count of batch responses received cross region when region tiers are configured
Shown as byte"
cockroachdb,batch_responses.cross_zone.bytes.count,count,"Total byte count of batch responses received cross zone within the same region when region and zone tiers are configured. However, if the region tiers are not configured, this count may also include batch data received between different regions. Ensuring consistent configuration of region and zone tiers across nodes helps to accurately monitor the data transmitted.
Shown as byte"
cockroachdb,build.timestamp,gauge,"[OpenMetrics v1 & v2] Build information
Shown as time"
cockroachdb,capacity.available,gauge,"[OpenMetrics v1 & v2] Available storage capacity
Shown as byte"
cockroachdb,capacity.reserved,gauge,"[OpenMetrics v1 & v2] Capacity reserved for snapshots
Shown as byte"
cockroachdb,capacity.total,gauge,"[OpenMetrics v1 & v2] Total storage capacity
Shown as byte"
cockroachdb,capacity.used,gauge,"[OpenMetrics v1 & v2] Used storage capacity
Shown as byte"
cockroachdb,changefeed.admit.latency,gauge,"[OpenMetrics v1] Event admission latency: a difference between event MVCC timestamp and the time it was admitted into changefeed pipeline
Shown as nanosecond"
cockroachdb,changefeed.admit.latency.bucket,count,"[OpenMetrics v2] Event admission latency: a difference between event MVCC timestamp and the time it was admitted into changefeed pipeline
Shown as nanosecond"
cockroachdb,changefeed.admit.latency.count,count,"[OpenMetrics v2] Event admission latency: a difference between event MVCC timestamp and the time it was admitted into changefeed pipeline
Shown as nanosecond"
cockroachdb,changefeed.admit.latency.sum,count,"[OpenMetrics v2] Event admission latency: a difference between event MVCC timestamp and the time it was admitted into changefeed pipeline
Shown as nanosecond"
cockroachdb,changefeed.aggregator_progress,gauge,The earliest timestamp up to which any aggregator is guaranteed to have emitted all values for
cockroachdb,changefeed.backfill,gauge,[OpenMetrics v1 & v2] Number of changefeeds currently executing backfill
cockroachdb,changefeed.backfill.pending.ranges,gauge,[OpenMetrics v1 & v2] Number of ranges in an ongoing backfill that are yet to be fully emitted
cockroachdb,changefeed.backfill_count,gauge,Number of changefeeds currently executing backfill
cockroachdb,changefeed.batch_reduction_count,gauge,Number of times a changefeed aggregator node attempted to reduce the size of message batches it emitted to the sink
cockroachdb,changefeed.buffer_entries.allocated_mem,gauge,"Current quota pool memory allocation
Shown as byte"
cockroachdb,changefeed.buffer_entries.flush.count,count,Number of flush elements added to the buffer
cockroachdb,changefeed.buffer_entries.in.count,count,Total entries entering the buffer between raft and changefeed sinks
cockroachdb,changefeed.buffer_entries.kv.count,count,Number of kv elements added to the buffer
cockroachdb,changefeed.buffer_entries.out.count,count,Total entries leaving the buffer between raft and changefeed sinks
cockroachdb,changefeed.buffer_entries.released.count,count,"Total entries processed, emitted and acknowledged by the sinks"
cockroachdb,changefeed.buffer_entries.resolved.count,count,Number of resolved elements added to the buffer
cockroachdb,changefeed.buffer_entries_mem.acquired.count,count,Total amount of memory acquired for entries as they enter the system
cockroachdb,changefeed.buffer_entries_mem.released.count,count,Total amount of memory released by the entries after they have been emitted
cockroachdb,changefeed.buffer_pushback.count,count,"Total time spent waiting while the buffer was full
Shown as nanosecond"
cockroachdb,changefeed.bytes.messages_pushback.count,count,"Total time spent throttled for bytes quota
Shown as nanosecond"
cockroachdb,changefeed.checkpoint_hist_nanos.bucket,count,"Time spent checkpointing changefeed progress
Shown as nanosecond"
cockroachdb,changefeed.checkpoint_hist_nanos.count,count,"Time spent checkpointing changefeed progress
Shown as nanosecond"
cockroachdb,changefeed.checkpoint_hist_nanos.sum,count,"Time spent checkpointing changefeed progress
Shown as nanosecond"
cockroachdb,changefeed.checkpoint_progress,gauge,The earliest timestamp of any changefeed’s persisted checkpoint (values prior to this timestamp will never need to be re-emitted)
cockroachdb,changefeed.cloudstorage_buffered_bytes,gauge,The number of bytes buffered in cloudstorage sink files which have not been emitted yet
cockroachdb,changefeed.commit.latency,gauge,"[OpenMetrics v1] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
cockroachdb,changefeed.commit.latency.bucket,count,"[OpenMetrics v2] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
cockroachdb,changefeed.commit.latency.count,count,"[OpenMetrics v2] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
cockroachdb,changefeed.commit.latency.sum,count,"[OpenMetrics v2] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
cockroachdb,changefeed.emitted.messages,count,[OpenMetrics v1] Messages emitted by all feeds
cockroachdb,changefeed.emitted.messages.count,count,[OpenMetrics v2] Messages emitted by all feeds
cockroachdb,changefeed.emitted_bytes,count,"Bytes emitted by all feeds
Shown as byte"
cockroachdb,changefeed.emitted_bytes.count,count,Bytes emitted by all feeds
cockroachdb,changefeed.emitted_messages,count,Messages emitted by all feeds
cockroachdb,changefeed.error.retries,count,[OpenMetrics v1] Total retryable errors encountered by all changefeeds
cockroachdb,changefeed.error.retries.count,count,[OpenMetrics v2] Total retryable errors encountered by all changefeeds
cockroachdb,changefeed.error_retries,count,Total retryable errors encountered by all changefeeds
cockroachdb,changefeed.failures,count,[OpenMetrics v1] Total number of changefeed jobs which have failed
cockroachdb,changefeed.failures.count,count,[OpenMetrics v2] Total number of changefeed jobs which have failed
cockroachdb,changefeed.filtered_messages.count,count,Messages filtered out by all feeds. This count does not include the number of messages that may be filtered due to the range constraints.
cockroachdb,changefeed.flush.messages_pushback.count,count,"Total time spent throttled for flush quota
Shown as nanosecond"
cockroachdb,changefeed.flush_hist_nanos.bucket,count,"Time spent flushing messages across all changefeeds
Shown as nanosecond"
cockroachdb,changefeed.flush_hist_nanos.count,count,"Time spent flushing messages across all changefeeds
Shown as nanosecond"
cockroachdb,changefeed.flush_hist_nanos.sum,count,"Time spent flushing messages across all changefeeds
Shown as nanosecond"
cockroachdb,changefeed.flushed_bytes.count,count,"Bytes emitted by all feeds; maybe different from changefeed.emitted_bytes when compression is enabled
Shown as byte"
cockroachdb,changefeed.flushes.count,count,Total flushes across all feeds
cockroachdb,changefeed.forwarded_resolved_messages.count,count,Resolved timestamps forwarded from the change aggregator to the change frontier
cockroachdb,changefeed.frontier_updates.count,count,Number of change frontier updates across all feeds
cockroachdb,changefeed.internal_retry_message,gauge,Number of messages for which an attempt to retry them within an aggregator node was made
cockroachdb,changefeed.lagging_ranges,gauge,The number of ranges considered to be lagging behind
cockroachdb,changefeed.max.behind.nanos,gauge,[OpenMetrics v1 & v2] Largest commit-to-emit duration of any running feed
cockroachdb,changefeed.max_behind_nanos,gauge,"(Deprecated in favor of checkpoint_progress) The most any changefeed’s persisted checkpoint is behind the present
Shown as nanosecond"
cockroachdb,changefeed.message.size.hist,gauge,[OpenMetrics v1] Message size histogram
cockroachdb,changefeed.message.size.hist.bucket,count,[OpenMetrics v2] Message size histogram
cockroachdb,changefeed.message.size.hist.count,count,[OpenMetrics v2] Message size histogram
